3.790524871030337972e-01,4.193439296584374754e-01,3.713634164881487454e-01,2.333828207847296055e-01,2.754593016182018683e-01,2.549536838230783697e-01,1.607075913776944420e-01,1.926441351888668052e-01,4.464646464646464530e-01,1.931339511373211248e-01,7.499547347456089752e-02,2.156559405940594032e-01,7.317532865287659782e-02,4.054553808568579082e-02,9.300744467484786671e-02,1.939796316880464111e-01,8.363636363636361981e-02,2.265580602386815523e-01,1.572859796251477316e-01,1.077968022331854681e-01,3.141230878690858264e-01,5.205223880597016350e-01,2.977737935156133386e-01,1.675924105387337493e-01,2.481151939142838270e-01,2.980566793763522737e-01,2.487220447284345382e-01,4.494845360824742397e-01,3.150009856100927097e-01,2.457693821330185213e-01
6.109612381087605737e-01,3.567805207981061821e-01,5.991983967935872180e-01,4.540827147401909070e-01,5.011558583769315511e-01,3.423716336421078754e-01,3.305998125585754011e-01,4.687375745526839443e-01,3.747474747474748291e-01,2.510530749789385840e-01,1.435451747238819242e-01,1.134856789250353742e-01,1.365028506808651232e-01,9.880126560054389162e-02,1.147635720841690132e-01,1.560519121578994861e-01,7.707070707070706739e-02,2.231483235461261538e-01,3.782293015140429648e-02,8.623882370824870192e-02,5.620775524724297423e-01,3.520788912579958518e-01,5.482842771054334818e-01,3.590247738891073626e-01,4.790463900020375254e-01,2.945639413608095447e-01,3.342651757188498385e-01,5.542955326460481391e-01,1.939680662329983374e-01,2.382264200446018720e-01
1.656017795447016216e-01,3.432532972607371669e-01,1.584548407159145911e-01,8.237539766702013655e-02,5.413067283124468609e-01,1.237040672351389370e-01,1.131911902530459146e-01,1.525844930417495082e-01,3.419191919191919560e-01,3.041280539174391340e-01,9.429657794676804539e-02,4.976573550212163854e-01,8.292889789379448429e-02,3.066503797175185175e-02,4.870313084270999071e-01,8.718118184276144045e-02,4.709595959595959391e-02,2.146239818147376299e-01,3.782011594529183229e-01,9.207744289208572019e-02,1.262895766631092487e-01,4.648187633262260698e-01,1.158922257084516461e-01,5.348014156508061612e-02,5.456089112273313502e-01,7.306613887514432082e-02,9.432907348242812462e-02,2.314776632302405768e-01,2.598068204218411115e-01,1.471861471861471427e-01
2.460599176487291984e-01,3.655732160973959033e-01,2.310137516412135161e-01,1.337009544008483375e-01,2.143813115950846671e-01,6.441322618244280096e-02,5.583411433926897122e-02,8.797216699801192752e-02,3.429292929292929726e-01,1.434288121314239994e-01,2.929567264168023849e-02,2.675919377652050679e-01,2.007256278565707625e-02,1.471428731523091206e-02,1.144576265424754324e-01,2.888515035899900940e-02,2.699494949494949184e-02,1.287554461072172862e-01,9.269994934428997524e-02,2.201401268604120942e-02,1.924581999288509371e-01,5.549040511727080238e-01,1.701777976990885843e-01,8.911718442784112570e-02,2.793588263261562732e-01,5.950267291478690546e-02,9.145367412140575913e-02,2.553608247422680666e-01,2.225507589197712743e-01,9.012199921290825477e-02
3.937242652278858945e-01,5.262089956036521965e-01,4.050169304125492697e-01,2.497985153764580857e-01,5.559070446526341858e-01,4.610760076068953217e-01,3.943298969072164817e-01,4.349403578528827086e-01,4.373737373737374146e-01,3.251895534962090384e-01,1.185949665037117351e-01,1.440505657708627818e-01,1.291523347311878955e-01,6.854340135749478757e-02,1.196587007512662504e-01,2.126806260702376605e-01,9.030303030303030165e-02,2.051524910020837145e-01,1.378679574492036042e-01,7.159045368489422301e-02,4.389896833866950843e-01,6.580490405117271902e-01,4.925046068031277424e-01,2.663684624459299877e-01,6.311892956598518234e-01,5.663183630701167370e-01,5.059904153354632950e-01,6.955326460481100481e-01,4.853144096195545210e-01,2.867637413091958520e-01
3.691135406313597600e-01,4.812309773419005676e-01,3.704650680671689456e-01,2.226086956521738935e-01,6.654094172040394550e-01,3.942089442365499519e-01,2.968603561387066492e-01,4.487574552683896156e-01,4.510101010101010832e-01,3.491996630160070225e-01,8.915444504798117342e-02,2.035007072135784911e-01,7.977194553079208772e-02,5.311562613233520441e-02,1.696298058945507337e-01,1.565776429236639122e-01,5.845959595959595440e-02,2.242849024436446292e-01,1.564417177914110280e-01,8.046930060942747431e-02,3.336890786197082015e-01,5.695628997867804300e-01,3.196872354200906430e-01,1.818472276838379864e-01,6.359437614616586520e-01,3.049451349070059214e-01,2.415335463258786175e-01,5.546391752577319867e-01,3.461462645377488823e-01,2.234684507411779930e-01
1.930522031331345922e-01,1.731484612783226185e-01,1.832630778798977622e-01,9.955461293743371465e-02,1.812872612239933012e-01,8.680449052205385652e-02,6.354264292408620673e-02,3.601391650099403791e-02,2.398989898989899450e-01,2.565290648694189546e-01,2.679703059931195369e-02,7.246729137199435511e-02,2.384205814446591076e-02,1.153907933910847637e-02,8.654859435020564873e-02,9.341484663682519951e-02,4.898989898989898617e-02,7.895434741428300485e-02,5.667811110485733439e-02,9.128283791440378048e-02,1.689790110281038649e-01,2.220149253731343864e-01,1.513023556950047754e-01,7.655819897758552040e-02,2.773211981253820291e-01,1.558246257434195980e-01,1.660543130990415339e-01,1.909278350515463962e-01,2.020500689927064997e-01,2.396694214876033402e-01
2.503194661365894524e-01,2.776462631044978036e-01,2.392370948794140251e-01,1.368398727465535702e-01,2.961430831001339303e-01,1.407275627262131179e-01,7.523430178069352714e-02,1.318588469184890644e-01,4.575757575757576356e-01,1.265796124684079871e-01,8.064457722252396654e-02,3.140028288543139645e-01,6.229091080431608390e-02,3.546520532388988678e-02,1.419247373967433556e-01,1.565776429236639122e-01,5.199494949494948975e-02,2.036370524720590713e-01,2.518433050036584797e-01,4.740682392935616912e-02,2.194948416933475421e-01,4.493603411513860113e-01,1.921908461576771754e-01,1.044534014942980898e-01,3.588263261563540141e-01,1.476749037071533321e-01,1.099840255591054278e-01,3.275601374570447089e-01,3.725606150206978162e-01,9.130263675718219840e-02
2.328079890198306301e-01,1.670612106865065338e-01,2.371639831386912478e-01,1.227147401908801755e-01,6.410755566370605063e-01,3.380774185632783313e-01,8.692596063730083367e-02,1.492544731610337960e-01,4.722222222222223209e-01,5.987784330244314557e-01,1.030961434003258848e-01,6.488684582743990681e-02,1.066767186542901813e-01,3.404570058162339347e-02,2.874868273447326317e-01,3.391564274341334895e-01,7.042929292929292484e-02,2.102670960409168399e-01,3.290932627905667207e-01,2.946326161159709134e-01,1.856990394877268136e-01,1.196695095948828169e-01,1.785447482444345035e-01,7.972866692882422945e-02,4.838008558038442430e-01,2.177237050188704781e-01,7.523961661341853346e-02,2.076288659793814606e-01,2.290557855312438384e-01,3.185097730552275963e-01
3.520753466799186326e-01,3.402096719648290968e-01,3.502867804574667510e-01,2.116648992576882216e-01,4.259642292249665729e-01,2.905343230476657990e-01,2.199625117150890152e-01,2.902087475149105478e-01,4.136363636363636909e-01,2.935973041280539597e-01,6.445772225239904119e-02,3.294731258840169486e-01,7.628516232389390139e-02,3.744504088547211812e-02,2.138899275928884403e-01,2.005137140625469772e-01,8.386363636363636243e-02,2.697480583443833679e-01,9.481060392863173425e-02,1.228942968091427945e-01,2.988260405549625354e-01,5.021321961620469621e-01,2.942875641217192473e-01,1.575894612662209759e-01,4.885553216056509607e-01,2.671071397386267643e-01,2.551118210862620139e-01,5.378006872852234554e-01,2.272816873644786240e-01,2.524596615505707020e-01
2.517393156325429815e-01,3.148461278322622903e-01,2.355745974708036705e-01,1.361187698833509763e-01,2.508821024455529791e-01,6.944359241764308521e-02,1.817244611059043793e-02,4.242047713717693458e-02,2.419191919191919782e-01,1.998736310025275298e-01,2.625384754662320880e-02,2.589727722772277030e-01,2.082646185741884176e-02,1.202469938251543753e-02,2.096746779073325184e-01,4.641451617748671571e-02,1.768686868686868488e-02,1.235461261602576188e-01,1.619294197106996291e-01,4.585216201650014339e-02,1.928139452152258793e-01,4.381663113006397658e-01,1.699287813138104508e-01,8.825697994494689780e-02,3.466005569517082163e-01,6.134606242298998313e-02,2.890575079872204772e-02,1.368728522336769837e-01,1.949536763256456418e-01,1.117014298832480490e-01
6.256330162336125600e-01,5.789651673993910785e-01,6.213115886946305455e-01,4.625662778366913530e-01,4.445796325587054731e-01,4.524875774492362335e-01,3.844892221180880587e-01,6.287276341948310199e-01,4.116161616161616577e-01,2.156697556866049581e-01,3.130907115697989518e-01,3.385342998585572638e-01,3.001931866371389535e-01,1.807963421604114884e-01,2.286433014923343610e-01,3.341244329618169306e-01,1.490909090909090795e-01,4.803940140178064033e-01,4.111273709686497635e-01,1.171593217528294761e-01,5.784418356456777488e-01,5.807569296375267864e-01,5.457941132526520356e-01,3.651690916240660778e-01,3.846362833661617353e-01,3.049451349070059214e-01,2.957667731629393115e-01,7.395189003436426489e-01,3.362901636112753945e-01,1.395775941230486539e-01
3.411898338776089834e-01,4.768346296922555405e-01,3.391610807822542650e-01,1.981760339342524269e-01,3.908018007056821563e-01,3.411447150481565771e-01,2.612464854732895470e-01,3.211729622266401574e-01,5.934343434343434254e-01,3.026537489469252051e-01,1.119681332609089308e-01,3.281471004243281531e-01,1.308486076426518541e-01,4.519628388600629987e-02,3.116225311894482708e-01,2.617237960765464444e-01,9.313131313131313427e-02,3.082023110437582814e-01,5.221478021050262042e-01,1.338114782416428283e-01,3.176805407328352482e-01,6.084754797441366270e-01,3.216793665023158222e-01,1.538782933543059173e-01,5.754941248386878927e-01,3.673293166846154367e-01,2.990415335463258995e-01,6.089347079037801258e-01,6.227084565345949452e-01,3.119506755870392056e-01
